video_name,video_name_org,source,sub_set,label_name,label
v_00359,train_Fight_SXd2yu2LHv0_1,RWF_2000,train,fight,2
v_00360,train_Fight_SXd2yu2LHv0_2,RWF_2000,train,fight,2
v_00361,train_Fight_SjJEt0drQZs_0,RWF_2000,train,fight,2
v_00362,train_Fight_SmBrtaGJ_0,RWF_2000,train,fight,2
v_00363,train_Fight_SmBrtaGJ_1,RWF_2000,train,fight,2
v_00364,train_Fight_Suv_mMs8J9g_0,RWF_2000,train,fight,2
v_00365,train_Fight_T56HlypCEyU_0,RWF_2000,train,fight,2
v_00366,train_Fight_T56HlypCEyU_1,RWF_2000,train,fight,2
v_00367,train_Fight_T56HlypCEyU_2,RWF_2000,train,fight,2
v_00368,train_Fight_TJfoIe801t8_0,RWF_2000,train,fight,2
v_00369,train_Fight_TKBcD3J9Cc8_0,RWF_2000,train,fight,2
v_00370,train_Fight_TKBcD3J9Cc8_1,RWF_2000,train,fight,2
v_00371,train_Fight_TKBcD3J9Cc8_2,RWF_2000,train,fight,2
v_00372,train_Fight_ThiaJUQ8_1,RWF_2000,train,fight,2
v_00373,train_Fight_ThiaJUQ8_2,RWF_2000,train,fight,2
v_00374,train_Fight_ThiaJUQ8_3,RWF_2000,train,fight,2
v_00375,train_Fight_TuWan04E3gQ_0,RWF_2000,train,fight,2
v_00376,train_Fight_TuWan04E3gQ_1,RWF_2000,train,fight,2
v_00377,train_Fight_U-rD98WfBYs_0,RWF_2000,train,fight,2
v_00378,train_Fight_UvLAudRA91Y_0,RWF_2000,train,fight,2
v_00379,train_Fight_UvLAudRA91Y_1,RWF_2000,train,fight,2
v_00380,train_Fight_V726w0IKCp4_0,RWF_2000,train,fight,2
v_00381,train_Fight_V726w0IKCp4_1,RWF_2000,train,fight,2
v_00382,train_Fight_V726w0IKCp4_2,RWF_2000,train,fight,2
v_00383,train_Fight_V726w0IKCp4_3,RWF_2000,train,fight,2
v_00384,train_Fight_VYWWsld6ibI_0,RWF_2000,train,fight,2
v_00385,train_Fight_VbwTMJroTbI_0,RWF_2000,train,fight,2
v_00386,train_Fight_Vd27cYFthms_0,RWF_2000,train,fight,2
v_00387,train_Fight_VfDyc4ORBSI_0,RWF_2000,train,fight,2
v_00388,train_Fight_VfDyc4ORBSI_1,RWF_2000,train,fight,2
v_00389,train_Fight_Wby1vUy8aYI_0,RWF_2000,train,fight,2
v_00390,train_Fight_Wby1vUy8aYI_1,RWF_2000,train,fight,2
v_00391,train_Fight_Wby1vUy8aYI_2,RWF_2000,train,fight,2
v_00392,train_Fight_X6V5o-uCYF4_0,RWF_2000,train,fight,2
v_00393,train_Fight_X6V5o-uCYF4_1,RWF_2000,train,fight,2
v_00394,train_Fight_X6V5o-uCYF4_2,RWF_2000,train,fight,2
v_00395,train_Fight_X6V5o-uCYF4_3,RWF_2000,train,fight,2
v_00396,train_Fight_X6V5o-uCYF4_4,RWF_2000,train,fight,2
v_00397,train_Fight_XRC_6WgxusI_0,RWF_2000,train,fight,2
v_00398,train_Fight_Xh6FNqKDMak_0,RWF_2000,train,fight,2
v_00399,train_Fight_YL-qwpTMjzk_0,RWF_2000,train,fight,2
v_00400,train_Fight_YL-qwpTMjzk_1,RWF_2000,train,fight,2
v_00401,train_Fight_YL-qwpTMjzk_2,RWF_2000,train,fight,2
v_00402,train_Fight_YL-qwpTMjzk_4,RWF_2000,train,fight,2
v_00403,train_Fight_YUOfgfuh_1,RWF_2000,train,fight,2
v_00404,train_Fight_YaWxiAtCwxE_0,RWF_2000,train,fight,2
v_00405,train_Fight_YaWxiAtCwxE_1,RWF_2000,train,fight,2
v_00406,train_Fight_YaWxiAtCwxE_2,RWF_2000,train,fight,2
v_00407,train_Fight_YaWxiAtCwxE_3,RWF_2000,train,fight,2
v_00408,train_Fight_YaWxiAtCwxE_4,RWF_2000,train,fight,2
v_00409,train_Fight_YaWxiAtCwxE_5,RWF_2000,train,fight,2
v_00410,train_Fight_YaWxiAtCwxE_6,RWF_2000,train,fight,2
v_00411,train_Fight_YaWxiAtCwxE_7,RWF_2000,train,fight,2
v_00412,train_Fight_YaWxiAtCwxE_8,RWF_2000,train,fight,2
v_00413,train_Fight_ZVPU5c95_0,RWF_2000,train,fight,2
v_00414,train_Fight_ZVPU5c95_1,RWF_2000,train,fight,2
v_00415,train_Fight_ZnRk8nWJ548_0,RWF_2000,train,fight,2
v_00416,train_Fight__2RYnSFPD_U_0,RWF_2000,train,fight,2
v_00417,train_Fight__6-B11R9FJM_0,RWF_2000,train,fight,2
v_00418,train_Fight__6-B11R9FJM_1,RWF_2000,train,fight,2
v_00419,train_Fight__6-B11R9FJM_2,RWF_2000,train,fight,2
v_00420,train_Fight__6-B11R9FJM_3,RWF_2000,train,fight,2
v_00421,train_Fight__6-B11R9FJM_4,RWF_2000,train,fight,2
v_00422,train_Fight__RziL1Ds6xU_0,RWF_2000,train,fight,2
v_00423,train_Fight__RziL1Ds6xU_1,RWF_2000,train,fight,2
v_00424,train_Fight__TwPzPRK7dc_0,RWF_2000,train,fight,2
v_00425,train_Fight__q5Nwh4Z6ao_0,RWF_2000,train,fight,2
v_00426,train_Fight__q5Nwh4Z6ao_1,RWF_2000,train,fight,2
v_00427,train_Fight__q5Nwh4Z6ao_10,RWF_2000,train,fight,2
v_00428,train_Fight__q5Nwh4Z6ao_11,RWF_2000,train,fight,2
v_00429,train_Fight__q5Nwh4Z6ao_13,RWF_2000,train,fight,2
v_00430,train_Fight__q5Nwh4Z6ao_14,RWF_2000,train,fight,2
v_00431,train_Fight__q5Nwh4Z6ao_2,RWF_2000,train,fight,2
v_00432,train_Fight__q5Nwh4Z6ao_3,RWF_2000,train,fight,2
v_00433,train_Fight__q5Nwh4Z6ao_4,RWF_2000,train,fight,2
v_00434,train_Fight__q5Nwh4Z6ao_5,RWF_2000,train,fight,2
v_00435,train_Fight__q5Nwh4Z6ao_6,RWF_2000,train,fight,2
v_00436,train_Fight__q5Nwh4Z6ao_7,RWF_2000,train,fight,2
v_00437,train_Fight__q5Nwh4Z6ao_8,RWF_2000,train,fight,2
v_00438,train_Fight__q5Nwh4Z6ao_9,RWF_2000,train,fight,2
v_00439,train_Fight_a2qLzOu_n0s_0,RWF_2000,train,fight,2
v_00440,train_Fight_a2qLzOu_n0s_1,RWF_2000,train,fight,2
v_00441,train_Fight_a2qLzOu_n0s_2,RWF_2000,train,fight,2
v_00442,train_Fight_a2qLzOu_n0s_3,RWF_2000,train,fight,2
v_00443,train_Fight_a2qLzOu_n0s_4,RWF_2000,train,fight,2
v_00444,train_Fight_a7D2i0HTXGM_0,RWF_2000,train,fight,2
v_00445,train_Fight_a7D2i0HTXGM_1,RWF_2000,train,fight,2
v_00446,train_Fight_a7D2i0HTXGM_2,RWF_2000,train,fight,2
v_00447,train_Fight_a7gBQaAFEtw_2,RWF_2000,train,fight,2
v_00448,train_Fight_a7gBQaAFEtw_4,RWF_2000,train,fight,2
v_00449,train_Fight_aIg9Yb0O7Hg_0,RWF_2000,train,fight,2
v_00450,train_Fight_aIg9Yb0O7Hg_1,RWF_2000,train,fight,2
v_00451,train_Fight_aIg9Yb0O7Hg_2,RWF_2000,train,fight,2
v_00452,train_Fight_aIg9Yb0O7Hg_3,RWF_2000,train,fight,2
v_00453,train_Fight_aIg9Yb0O7Hg_4,RWF_2000,train,fight,2
v_00454,train_Fight_aIg9Yb0O7Hg_5,RWF_2000,train,fight,2
v_00455,train_Fight_aKK0B4kpKZA_0,RWF_2000,train,fight,2
v_00456,train_Fight_aKK0B4kpKZA_1,RWF_2000,train,fight,2
v_00457,train_Fight_aKgSasWRJ2s_0,RWF_2000,train,fight,2
v_00458,train_Fight_aKgSasWRJ2s_1,RWF_2000,train,fight,2
v_00459,train_Fight_aKgSasWRJ2s_2,RWF_2000,train,fight,2
v_00460,train_Fight_aKgSasWRJ2s_3,RWF_2000,train,fight,2
v_00461,train_Fight_adg5WJ6y_1,RWF_2000,train,fight,2
v_00462,train_Fight_ar5ns2zW4lY_0,RWF_2000,train,fight,2
v_00463,train_Fight_ar5ns2zW4lY_1,RWF_2000,train,fight,2
v_00464,train_Fight_as4zD6d86q0_0,RWF_2000,train,fight,2
v_00465,train_Fight_as4zD6d86q0_1,RWF_2000,train,fight,2
v_00466,train_Fight_as4zD6d86q0_2,RWF_2000,train,fight,2
v_00467,train_Fight_asdasda_107,RWF_2000,train,fight,2
v_00468,train_Fight_asdasda_108,RWF_2000,train,fight,2
v_00469,train_Fight_asdasda_109,RWF_2000,train,fight,2
v_00470,train_Fight_asdasda_110,RWF_2000,train,fight,2
v_00471,train_Fight_asdasda_111,RWF_2000,train,fight,2
v_00472,train_Fight_asdasda_112,RWF_2000,train,fight,2
v_00473,train_Fight_asdasda_113,RWF_2000,train,fight,2
v_00474,train_Fight_b6XfVAZC9Zs_0,RWF_2000,train,fight,2
v_00475,train_Fight_b6XfVAZC9Zs_1,RWF_2000,train,fight,2
v_00476,train_Fight_b6XfVAZC9Zs_2,RWF_2000,train,fight,2
v_00477,train_Fight_b6XfVAZC9Zs_3,RWF_2000,train,fight,2
v_00478,train_Fight_b6XfVAZC9Zs_4,RWF_2000,train,fight,2
v_00479,train_Fight_b6XfVAZC9Zs_6,RWF_2000,train,fight,2
v_00480,train_Fight_b6XfVAZC9Zs_7,RWF_2000,train,fight,2
v_00481,train_Fight_bd48s5BpoGY_0,RWF_2000,train,fight,2
v_00482,train_Fight_bdZ7ubago6I_0,RWF_2000,train,fight,2
v_00483,train_Fight_bdZ7ubago6I_1,RWF_2000,train,fight,2
v_00484,train_Fight_bqZo64e6_0,RWF_2000,train,fight,2
v_00485,train_Fight_bqZo64e6_1,RWF_2000,train,fight,2
v_00486,train_Fight_bqZo64e6_2,RWF_2000,train,fight,2
v_00487,train_Fight_bzw-HKuuQbg_0,RWF_2000,train,fight,2
v_00488,train_Fight_bzw-HKuuQbg_1,RWF_2000,train,fight,2
v_00489,train_Fight_bzw-HKuuQbg_2,RWF_2000,train,fight,2
v_00490,train_Fight_bzw-HKuuQbg_3,RWF_2000,train,fight,2
v_00491,train_Fight_bzw-HKuuQbg_4,RWF_2000,train,fight,2
v_00492,train_Fight_bzw-HKuuQbg_5,RWF_2000,train,fight,2
v_00493,train_Fight_bzw-HKuuQbg_6,RWF_2000,train,fight,2
v_00494,train_Fight_cAp5A44HRS8_0,RWF_2000,train,fight,2
v_00495,train_Fight_cAp5A44HRS8_1,RWF_2000,train,fight,2
v_00496,train_Fight_cBNVcBk3rjg_0,RWF_2000,train,fight,2
v_00497,train_Fight_cBNVcBk3rjg_1,RWF_2000,train,fight,2
v_00498,train_Fight_cBNVcBk3rjg_2,RWF_2000,train,fight,2
v_00499,train_Fight_cBNVcBk3rjg_3,RWF_2000,train,fight,2
v_00500,train_Fight_cBNVcBk3rjg_4,RWF_2000,train,fight,2
v_00501,train_Fight_cJvLTWGs-SE_0,RWF_2000,train,fight,2
v_00502,train_Fight_cJvLTWGs-SE_1,RWF_2000,train,fight,2
v_00503,train_Fight_cWJ92fkhME4_0,RWF_2000,train,fight,2
v_00504,train_Fight_cy1gi3ZJb_c_1,RWF_2000,train,fight,2
v_00505,train_Fight_cy1gi3ZJb_c_2,RWF_2000,train,fight,2
v_00506,train_Fight_cy1gi3ZJb_c_3,RWF_2000,train,fight,2
v_00507,train_Fight_cy1gi3ZJb_c_4,RWF_2000,train,fight,2
v_00508,train_Fight_cy1gi3ZJb_c_5,RWF_2000,train,fight,2
v_00509,train_Fight_cy1gi3ZJb_c_6,RWF_2000,train,fight,2
v_00510,train_Fight_dBkszzm-7mw_0,RWF_2000,train,fight,2
v_00511,train_Fight_dHEI4OkhC64_0,RWF_2000,train,fight,2
v_00512,train_Fight_dKqbUbuRxB4_0,RWF_2000,train,fight,2
v_00513,train_Fight_dOM7frJMFbc_0,RWF_2000,train,fight,2
v_00514,train_Fight_dOM7frJMFbc_1,RWF_2000,train,fight,2
v_00515,train_Fight_dOM7frJMFbc_2,RWF_2000,train,fight,2
v_00516,train_Fight_dP20avzQAf8_0,RWF_2000,train,fight,2
v_00517,train_Fight_dP20avzQAf8_1,RWF_2000,train,fight,2
v_00518,train_Fight_dfsafsghg_325,RWF_2000,train,fight,2
v_00519,train_Fight_dfsafsghg_326,RWF_2000,train,fight,2
v_00520,train_Fight_dfsafsghg_327,RWF_2000,train,fight,2
v_00521,train_Fight_dt8YUGoOSgQ_0,RWF_2000,train,fight,2
v_00522,train_Fight_dt8YUGoOSgQ_1,RWF_2000,train,fight,2
v_00523,train_Fight_dxzvtJ4gPC0_0,RWF_2000,train,fight,2
v_00524,train_Fight_dxzvtJ4gPC0_1,RWF_2000,train,fight,2
v_00525,train_Fight_e4U3gEDEB58_0,RWF_2000,train,fight,2
v_00526,train_Fight_eifiXLWYul8_0,RWF_2000,train,fight,2
v_00527,train_Fight_erwyrhd_337,RWF_2000,train,fight,2
v_00528,train_Fight_erwyrhd_338,RWF_2000,train,fight,2
v_00529,train_Fight_erwyrhd_339,RWF_2000,train,fight,2
v_00530,train_Fight_erwyrhd_340,RWF_2000,train,fight,2
v_00531,train_Fight_f50PQz7mXds_0,RWF_2000,train,fight,2
v_00532,train_Fight_f50PQz7mXds_1,RWF_2000,train,fight,2
v_00533,train_Fight_fK7CSrQ6OpM_1,RWF_2000,train,fight,2
v_00534,train_Fight_fK7CSrQ6OpM_2,RWF_2000,train,fight,2
v_00535,train_Fight_fK7CSrQ6OpM_4,RWF_2000,train,fight,2
v_00536,train_Fight_fRYqXRRcqCs_0,RWF_2000,train,fight,2
v_00537,train_Fight_fSE4L50n_0,RWF_2000,train,fight,2
v_00538,train_Fight_fsVC-FnnklU_0,RWF_2000,train,fight,2
v_00539,train_Fight_fsVC-FnnklU_1,RWF_2000,train,fight,2
v_00540,train_Fight_fwEk96k8g_I_0,RWF_2000,train,fight,2
v_00541,train_Fight_fwEk96k8g_I_1,RWF_2000,train,fight,2
v_00542,train_Fight_fwEk96k8g_I_2,RWF_2000,train,fight,2
v_00543,train_Fight_fwEk96k8g_I_3,RWF_2000,train,fight,2
v_00544,train_Fight_gHcG_c1i4uE_0,RWF_2000,train,fight,2
v_00545,train_Fight_gJDvtfRrM7k_0,RWF_2000,train,fight,2
v_00546,train_Fight_gJDvtfRrM7k_1,RWF_2000,train,fight,2
v_00547,train_Fight_gNIohJfdvEc_0,RWF_2000,train,fight,2
v_00548,train_Fight_gNIohJfdvEc_1,RWF_2000,train,fight,2
v_00549,train_Fight_gNIohJfdvEc_2,RWF_2000,train,fight,2
v_00550,train_Fight_gR4OsEPl894_0,RWF_2000,train,fight,2
v_00551,train_Fight_gR4OsEPl894_2,RWF_2000,train,fight,2
v_00552,train_Fight_gnBmOf7v_0,RWF_2000,train,fight,2
v_00553,train_Fight_gnBmOf7v_1,RWF_2000,train,fight,2
v_00554,train_Fight_gnBmOf7v_2,RWF_2000,train,fight,2
v_00555,train_Fight_hEjHnhy2_0,RWF_2000,train,fight,2
v_00556,train_Fight_i2sLegg2JPA_0,RWF_2000,train,fight,2
v_00557,train_Fight_i2sLegg2JPA_1,RWF_2000,train,fight,2
v_00558,train_Fight_i5xJxtv4gXs_0,RWF_2000,train,fight,2
v_00559,train_Fight_i5xJxtv4gXs_1,RWF_2000,train,fight,2
v_00560,train_Fight_i5xJxtv4gXs_2,RWF_2000,train,fight,2
v_00561,train_Fight_i5xJxtv4gXs_3,RWF_2000,train,fight,2
v_00562,train_Fight_i5xJxtv4gXs_4,RWF_2000,train,fight,2
v_00563,train_Fight_iHUwZBSx_0,RWF_2000,train,fight,2
v_00564,train_Fight_iP6yS_OroMk_0,RWF_2000,train,fight,2
v_00565,train_Fight_iquSbj5Wqj0_0,RWF_2000,train,fight,2
v_00566,train_Fight_iquSbj5Wqj0_1,RWF_2000,train,fight,2
v_00567,train_Fight_jCD7lUJQ7Xc_0,RWF_2000,train,fight,2
v_00568,train_Fight_jCD7lUJQ7Xc_1,RWF_2000,train,fight,2
v_00569,train_Fight_jILBnY3lB2Q_0,RWF_2000,train,fight,2
v_00570,train_Fight_jTbvVbkUaPM_0,RWF_2000,train,fight,2
v_00571,train_Fight_jTbvVbkUaPM_4,RWF_2000,train,fight,2
v_00572,train_Fight_jTbvVbkUaPM_5,RWF_2000,train,fight,2
v_00573,train_Fight_jmZqmYnH_0,RWF_2000,train,fight,2
v_00574,train_Fight_jmZqmYnH_1,RWF_2000,train,fight,2
v_00575,train_Fight_jtzWSah-BZM_0,RWF_2000,train,fight,2
v_00576,train_Fight_kExp3yhspR0_0,RWF_2000,train,fight,2
v_00577,train_Fight_kExp3yhspR0_1,RWF_2000,train,fight,2
v_00578,train_Fight_kExp3yhspR0_2,RWF_2000,train,fight,2
v_00579,train_Fight_kExp3yhspR0_3,RWF_2000,train,fight,2
v_00580,train_Fight_kLHNW0uRutY_0,RWF_2000,train,fight,2
v_00581,train_Fight_kLHNW0uRutY_1,RWF_2000,train,fight,2
v_00582,train_Fight_kLHNW0uRutY_2,RWF_2000,train,fight,2
v_00583,train_Fight_kLHNW0uRutY_3,RWF_2000,train,fight,2
v_00584,train_Fight_kLHNW0uRutY_4,RWF_2000,train,fight,2
v_00585,train_Fight_kLHNW0uRutY_5,RWF_2000,train,fight,2
v_00586,train_Fight_kMI2JME3Aag_0,RWF_2000,train,fight,2
v_00587,train_Fight_kMI2JME3Aag_1,RWF_2000,train,fight,2
v_00588,train_Fight_kMI2JME3Aag_2,RWF_2000,train,fight,2
v_00589,train_Fight_kOp57sQKMPY_0,RWF_2000,train,fight,2
v_00590,train_Fight_kOp57sQKMPY_1,RWF_2000,train,fight,2
v_00591,train_Fight_ksdkojifes_416,RWF_2000,train,fight,2
v_00592,train_Fight_l4gqDHx9_dI_0,RWF_2000,train,fight,2
v_00593,train_Fight_l4gqDHx9_dI_1,RWF_2000,train,fight,2
v_00594,train_Fight_l4gqDHx9_dI_2,RWF_2000,train,fight,2
v_00595,train_Fight_l4gqDHx9_dI_3,RWF_2000,train,fight,2
v_00596,train_Fight_lI17Q0j3_0,RWF_2000,train,fight,2
v_00597,train_Fight_lL3FQltu_0,RWF_2000,train,fight,2
v_00598,train_Fight_lUjx4FXvv34_0,RWF_2000,train,fight,2
v_00599,train_Fight_lUjx4FXvv34_1,RWF_2000,train,fight,2
v_00600,train_Fight_lmfaDmCCRoY_0,RWF_2000,train,fight,2
v_00601,train_Fight_lmfaDmCCRoY_1,RWF_2000,train,fight,2
v_00602,train_Fight_lmfaDmCCRoY_2,RWF_2000,train,fight,2
v_00603,train_Fight_lmfaDmCCRoY_3,RWF_2000,train,fight,2
v_00604,train_Fight_lmfaDmCCRoY_4,RWF_2000,train,fight,2
v_00605,train_Fight_lmfaDmCCRoY_5,RWF_2000,train,fight,2
v_00606,train_Fight_lmfaDmCCRoY_6,RWF_2000,train,fight,2
v_00607,train_Fight_lmfaDmCCRoY_7,RWF_2000,train,fight,2
v_00608,train_Fight_mRqg-WXiR7Q_0,RWF_2000,train,fight,2
v_00609,train_Fight_mRqg-WXiR7Q_1,RWF_2000,train,fight,2
v_00610,train_Fight_mRqg-WXiR7Q_2,RWF_2000,train,fight,2
v_00611,train_Fight_mRqg-WXiR7Q_3,RWF_2000,train,fight,2
v_00612,train_Fight_mVTcBPrjh-E_0,RWF_2000,train,fight,2
v_00613,train_Fight_mVTcBPrjh-E_1,RWF_2000,train,fight,2
v_00614,train_Fight_mX4cQM1xMFc_0,RWF_2000,train,fight,2
v_00615,train_Fight_mX4cQM1xMFc_1,RWF_2000,train,fight,2
v_00616,train_Fight_mX4cQM1xMFc_2,RWF_2000,train,fight,2
v_00617,train_Fight_mbW7VkAf6Yk_0,RWF_2000,train,fight,2
v_00618,train_Fight_mbW7VkAf6Yk_1,RWF_2000,train,fight,2
v_00619,train_Fight_mbW7VkAf6Yk_2,RWF_2000,train,fight,2
v_00620,train_Fight_mxlWEjopk_c_0,RWF_2000,train,fight,2
v_00621,train_Fight_nBO2Wlr3LhU_0,RWF_2000,train,fight,2
v_00622,train_Fight_nBO2Wlr3LhU_1,RWF_2000,train,fight,2
v_00623,train_Fight_nNUeqFgG_0,RWF_2000,train,fight,2
v_00624,train_Fight_nNUeqFgG_1,RWF_2000,train,fight,2
v_00625,train_Fight_nNUeqFgG_3,RWF_2000,train,fight,2
v_00626,train_Fight_nNUeqFgG_4,RWF_2000,train,fight,2
v_00627,train_Fight_nNUeqFgG_5,RWF_2000,train,fight,2
v_00628,train_Fight_o9sRXy5r_0,RWF_2000,train,fight,2
v_00629,train_Fight_o9sRXy5r_1,RWF_2000,train,fight,2
v_00630,train_Fight_o9sRXy5r_2,RWF_2000,train,fight,2
v_00631,train_Fight_o9sRXy5r_3,RWF_2000,train,fight,2
v_00632,train_Fight_oDGm-DOOyI4_0,RWF_2000,train,fight,2
v_00633,train_Fight_oDGm-DOOyI4_1,RWF_2000,train,fight,2
v_00634,train_Fight_oIEZ45OCmAw_0,RWF_2000,train,fight,2
v_00635,train_Fight_oIEZ45OCmAw_1,RWF_2000,train,fight,2
v_00636,train_Fight_oIEZ45OCmAw_2,RWF_2000,train,fight,2
v_00637,train_Fight_oIEZ45OCmAw_3,RWF_2000,train,fight,2
v_00638,train_Fight_oIEZ45OCmAw_4,RWF_2000,train,fight,2
v_00639,train_Fight_oM-goKOVjeU_0,RWF_2000,train,fight,2
v_00640,train_Fight_oM-goKOVjeU_1,RWF_2000,train,fight,2
v_00641,train_Fight_oVMhWJIpHnc_0,RWF_2000,train,fight,2
v_00642,train_Fight_oW8ySS0rN4Y_0,RWF_2000,train,fight,2
v_00643,train_Fight_oW8ySS0rN4Y_1,RWF_2000,train,fight,2
v_00644,train_Fight_oowA6LToeTE_0,RWF_2000,train,fight,2
v_00645,train_Fight_oqCIUYdq_0,RWF_2000,train,fight,2
v_00646,train_Fight_p19HiyCX7EQ_0,RWF_2000,train,fight,2
v_00647,train_Fight_p19HiyCX7EQ_1,RWF_2000,train,fight,2
v_00648,train_Fight_p19HiyCX7EQ_2,RWF_2000,train,fight,2
v_00649,train_Fight_p1bUxYeJ_0,RWF_2000,train,fight,2
v_00650,train_Fight_p1bUxYeJ_1,RWF_2000,train,fight,2
v_00651,train_Fight_p1bUxYeJ_2,RWF_2000,train,fight,2
v_00652,train_Fight_p4DwXTNr-xc_0,RWF_2000,train,fight,2
v_00653,train_Fight_pKOUG5AqLpY_0,RWF_2000,train,fight,2
v_00654,train_Fight_pKOUG5AqLpY_1,RWF_2000,train,fight,2
v_00655,train_Fight_qmvilMkD57M_0,RWF_2000,train,fight,2
v_00656,train_Fight_qmvilMkD57M_1,RWF_2000,train,fight,2
v_00657,train_Fight_qrWTk-2a13o_1,RWF_2000,train,fight,2
v_00658,train_Fight_qrWTk-2a13o_2,RWF_2000,train,fight,2
v_00659,train_Fight_qrWTk-2a13o_3,RWF_2000,train,fight,2
v_00660,train_Fight_r8PX3ZJ1_II_0,RWF_2000,train,fight,2
v_00661,train_Fight_reg_495,RWF_2000,train,fight,2
v_00662,train_Fight_rfthfd_534,RWF_2000,train,fight,2
v_00663,train_Fight_rfthfd_535,RWF_2000,train,fight,2
v_00664,train_Fight_rfthfd_536,RWF_2000,train,fight,2
v_00665,train_Fight_rfthfd_537,RWF_2000,train,fight,2
v_00666,train_Fight_rfthfd_538,RWF_2000,train,fight,2
v_00667,train_Fight_rn7Qjaj9_0,RWF_2000,train,fight,2
v_00668,train_Fight_rn7Qjaj9_1,RWF_2000,train,fight,2
v_00669,train_Fight_s-jW4cyavW0_0,RWF_2000,train,fight,2
v_00670,train_Fight_s-jW4cyavW0_1,RWF_2000,train,fight,2
v_00671,train_Fight_s-jW4cyavW0_2,RWF_2000,train,fight,2
v_00672,train_Fight_s3gaPKuW_0,RWF_2000,train,fight,2
v_00673,train_Fight_s3gaPKuW_1,RWF_2000,train,fight,2
v_00674,train_Fight_sadffg_950,RWF_2000,train,fight,2
v_00675,train_Fight_sadsa_956,RWF_2000,train,fight,2
v_00676,train_Fight_sadsa_957,RWF_2000,train,fight,2
v_00677,train_Fight_sadsa_958,RWF_2000,train,fight,2
v_00678,train_Fight_sadsa_959,RWF_2000,train,fight,2
v_00679,train_Fight_sadsa_960,RWF_2000,train,fight,2
v_00680,train_Fight_sadsa_961,RWF_2000,train,fight,2
v_00681,train_Fight_s¦+S+£t£üµ¦òsñ¦s+éµ+«Tÿ¦sî¦Tô£t¢éTòçµ¦¦TÖçµ¥æµÜ¦sè¢S¦ïS+¦t¢æµÄºFºåTóæ2_urlgot_138,RWF_2000,train,fight,2
v_00682,train_Fight_s¦+S+£t£üµ¦òsñ¦s+éµ+«Tÿ¦sî¦Tô£t¢éTòçµ¦¦TÖçµ¥æµÜ¦sè¢S¦ïS+¦t¢æµÄºFºåTóæ2_urlgot_139,RWF_2000,train,fight,2
v_00683,train_Fight_s¦+S+£t£üµ¦òsñ¦s+éµ+«Tÿ¦sî¦Tô£t¢éTòçµ¦¦TÖçµ¥æµÜ¦sè¢S¦ïS+¦t¢æµÄºFºåTóæ2_urlgot_140,RWF_2000,train,fight,2
v_00684,train_Fight_s¦+S+£t£üµ¦òsñ¦s+éµ+«Tÿ¦sî¦Tô£t¢éTòçµ¦¦TÖçµ¥æµÜ¦sè¢S¦ïS+¦t¢æµÄºFºåTóæ2_urlgot_141,RWF_2000,train,fight,2
v_00685,"train_Fight_sªéµP£S+ìµÿ»t¢æµÄº,F¦üS+Üt¢+S+ís¦ÅS+ÖS+¦S¦åµëôµP¦t¢¦µÄÑS+ÄS¦îµÑ+F+¦S+ïsÄ+_urlgot_254",RWF_2000,train,fight,2
v_00686,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_233,RWF_2000,train,fight,2
v_00687,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_235,RWF_2000,train,fight,2
v_00688,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_236,RWF_2000,train,fight,2
v_00689,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_237,RWF_2000,train,fight,2
v_00690,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_238,RWF_2000,train,fight,2
v_00691,train_Fight_sÉÄsÄ¿TçîT¥óS+ÇF¿ÇS+ìsÉês¦¦s+Çµëôn+îµïëµP¦sÅÿµëôµP¦n+îtÄ¦s£¦S+Çtëçµ++S¦¦n+ît¢æµÄºµïìS+ïsà¿t¿ï_urlgot_242,RWF_2000,train,fight,2
